STN---,WBAN ,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,
545110,99999,20170619,82.9,56.7,9999.9,9999.9,6.5,5.8,13.6,19.4,96.8*,68.0*,0.00I,999.9,0,
545110,99999,20170620,83.1,59,9999.9,9999.9,999.9,5.3,7.8,19.4,93.2*,69.8,0.00I,999.9,0,
545110,99999,20170621,78.3,63.9,9999.9,9999.9,5.9,5.3,17.5,27.2,89.6*,68.0*,0.04G,999.9,10010,
545110,99999,20170622,68.3,66.2,9999.9,9999.9,3.2,4.4,17.5,999.9,71.8*,65.5*,2.50G,999.9,10010,
545110,99999,20170623,66.9,64.8,9999.9,9999.9,5.8,5,9.7,999.9,70.5*,64.4*,1.57G,999.9,10010,
545110,99999,20170624,72.3,63.1,9999.9,9999.9,6.3,4.9,9.7,999.9,80.6*,62.6*,1.04G,999.9,0,
545110,99999,20170625,76.2,63.8,9999.9,9999.9,5.7,5.7,11.7,999.9,88.2*,64.2,0.00G,999.9,10010,
545110,99999,20170626,84,63.7,9999.9,9999.9,5.2,4.3,9.7,999.9,95.0*,67.6,0.00I,999.9,0,
545110,99999,20170627,82.9,67.7,9999.9,9999.9,3.6,4.9,9.7,17.5,95.0*,73.2,0.00I,999.9,0,
545110,99999,20170628,83.7,70,9999.9,9999.9,3.4,4.5,7.8,17.5,93.7*,73.4*,99.99,999.9,10000,
545110,99999,20170629,84.4,68.1,9999.9,9999.9,3,5.5,9.7,21.4,93.2*,75.2*,0.00I,999.9,0,
545110,99999,20170630,85.5,69.9,9999.9,9999.9,3.8,5.1,9.7,999.9,95.0*,75.6,0.00I,999.9,0,
545110,99999,20170701,85.8,70.9,9999.9,9999.9,3.1,4.8,9.7,17.5,95.9*,75.2*,0.00I,999.9,0,
